ID,Name,Level,Rating,Tags,link
scp-924,The Ice Water Men,Euclid,175,"['aquatic', 'humanoid', 'predatory']",https://scp-wiki.wikidot.com/scp-924
scp-925,The Mushroom Cultist,Euclid,71,"['fungus', 'humanoid', 'mind-affecting']",https://scp-wiki.wikidot.com/scp-925
scp-926,Guqin,Safe,211,"['event-featured', 'featured', 'musical', 'sculpture', 'tool']",https://scp-wiki.wikidot.com/scp-926
scp-927,Contagious House,Euclid,68,"['alive', 'biological', 'building', 'contagion', 'insect', 'microscopic']",https://scp-wiki.wikidot.com/scp-927
scp-928,The White King,Euclid,99,"['autonomous', 'game', 'rewrite', 'toy']",https://scp-wiki.wikidot.com/scp-928
scp-929,The Cuckoo,Euclid,65,"['alive', 'compulsion', 'meta', 'metamorphic', 'mimetic', 'mind-affecting', 'telepathic']",https://scp-wiki.wikidot.com/scp-929
scp-930,Seagull Island,Euclid,206,"['alive', 'animal', 'bird', 'island', 'location', 'predatory']",https://scp-wiki.wikidot.com/scp-930
scp-931,A Rice Bowl,Safe,538,"['artifact', 'cognitohazard', 'infohazard', 'meta', 'tactile', 'visual']",https://scp-wiki.wikidot.com/scp-931
scp-932,Night Feeder,Euclid,90,"['acoustic', 'alive', 'humanoid', 'mind-affecting', 'predatory', 'sensory', 'visual']",https://scp-wiki.wikidot.com/scp-932
scp-933,Duct Tape,Euclid,83,"['artifact', 'compulsion', 'humanoid', 'transfiguration']",https://scp-wiki.wikidot.com/scp-933
scp-934,Inland Lighthouse,Euclid,127,"['building', 'light', 'meteorological']",https://scp-wiki.wikidot.com/scp-934
scp-935,Ancient Playing Cards,Euclid,115,"['game', 'genetic', 'in-rewrite', 'inscription', 'probability', 'rewrite', 'self-repairing', 'teleportation']",https://scp-wiki.wikidot.com/scp-935
scp-936,Fruit of Man,Euclid,80,"['alive', 'animal', 'biological', 'humanoid', 'plant', 'tree']",https://scp-wiki.wikidot.com/scp-936
scp-937,Walking Sticks,Safe,115,"['alive', 'insect', 'plant', 'tree']",https://scp-wiki.wikidot.com/scp-937
scp-938,Blood and Thunder,Keter,101,"['electrical', 'mind-affecting', 'predatory']",https://scp-wiki.wikidot.com/scp-938
scp-939,With Many Voices,Keter,986,"['auditory', 'co-authored', 'nocturnal', 'predatory']",https://scp-wiki.wikidot.com/scp-939
scp-940,Araneae Marionettes,Keter,350,"['alive', 'arachnid', 'co-authored', 'parasitic', 'reproductive', 'species']",https://scp-wiki.wikidot.com/scp-940
scp-941,Sick of Motion,Euclid,28,"['airborne', 'computer', 'contagion', 'mechanical', 'rewrite', 'vehicle']",https://scp-wiki.wikidot.com/scp-941
scp-942,Blood Candy,Safe,123,"['appliance', 'blood', 'food', 'inscription', 'mechanical', 'transfiguration']",https://scp-wiki.wikidot.com/scp-942
scp-943,Repayment in Kind,Safe,69,"['auditory', 'doctor-heiden', 'hallucination', 'jewelry', 'tactile', 'visual']",https://scp-wiki.wikidot.com/scp-943
scp-944,Mirror Maze,Euclid,231,"['building', 'extradimensional', 'transfiguration']",https://scp-wiki.wikidot.com/scp-944
scp-945,Box of Shawabti,Euclid,117,"['humanoid', 'sculpture']",https://scp-wiki.wikidot.com/scp-945
scp-946,A Formal Discussion,Euclid,653,"['artifact', 'ectoentropic', 'entropic', 'humanoid', 'meta', 'metamorphic', 'sapient']",https://scp-wiki.wikidot.com/scp-946
scp-947,Son of a [EXPLETIVE REDACTED],Keter,265,"['auditory', 'cognitohazard', 'language', 'memetic', 'mind-affecting', 'visual']",https://scp-wiki.wikidot.com/scp-947
scp-948,The Workaholic,Safe,268,"['biological', 'humanoid', 'sapient']",https://scp-wiki.wikidot.com/scp-948
scp-949,Wondertainment Land,Safe,229,"['dr-wondertainment', 'game', 'structure', 'teleportation']",https://scp-wiki.wikidot.com/scp-949
scp-950,Clothes Dryer,Safe,119,"['appliance', 'biohazard', 'ectoentropic', 'electrical', 'entropic']",https://scp-wiki.wikidot.com/scp-950
scp-951,My Friend LUCAS,Safe,274,"['computer', 'game', 'media', 'sapient']",https://scp-wiki.wikidot.com/scp-951
scp-952,NP Rock,Keter,229,"['auditory', 'cognitohazard', 'fire', 'intangible', 'knowledge', 'memetic', 'mind-affecting', 'musical', 'the-trashfire']",https://scp-wiki.wikidot.com/scp-952
scp-953,Polymorphic Humanoid,Keter,583,"['animal', 'humanoid', 'meta', 'metamorphic', 'mind-affecting', 'sapient']",https://scp-wiki.wikidot.com/scp-953
scp-954,Vocalizing Frogs,Euclid,41,"['alive', 'amphibian', 'animal', 'auditory', 'hallucination', 'predatory', 'species']",https://scp-wiki.wikidot.com/scp-954
scp-955,Mr. Sillybug,Safe,229,"['animal', 'corrosive', 'mind-affecting', 'toxic', 'visual']",https://scp-wiki.wikidot.com/scp-955
scp-956,The Child-Breaker,Euclid,538,"['autonomous', 'food', 'mobile', 'toy', 'transfiguration']",https://scp-wiki.wikidot.com/scp-956
scp-957,Baiting,Keter,382,"['extradimensional', 'humanoid', 'sapient', 'uncontained']",https://scp-wiki.wikidot.com/scp-957
scp-958,General-Beep,Safe,256,"['dr-wondertainment', 'factory', 'knowledge', 'rewrite', 'toy', 'weapon']",https://scp-wiki.wikidot.com/scp-958
scp-959,The Bogeyman,Safe,67,"['alive', 'cognitohazard', 'humanoid', 'sapient', 'visual']",https://scp-wiki.wikidot.com/scp-959
scp-960,Inspiration,Safe,251,"['artistic', 'knowledge', 'religious', 'tactile']",https://scp-wiki.wikidot.com/scp-960
scp-961,University Sundial,Euclid,237,"['hallucination', 'historical', 'tool']",https://scp-wiki.wikidot.com/scp-961
scp-962,Tower of Babble,Euclid,671,"['animal', 'document', 'featured', 'humanoid', 'location', 'mechanical', 'sapient', 'structure']",https://scp-wiki.wikidot.com/scp-962
scp-963,Immortality,Euclid,1421,"['doctor-bright', 'jewelry', 'memory-affecting', 'mind-affecting']",https://scp-wiki.wikidot.com/scp-963
scp-964,Indescribable Polymorph,Euclid,139,"['artifact', 'ectoentropic', 'entropic', 'infohazard', 'meta', 'metamorphic', 'prometheus']",https://scp-wiki.wikidot.com/scp-964
scp-965,The Face In The Window,Euclid,296,"['cognitohazard', 'mind-affecting', 'visual']",https://scp-wiki.wikidot.com/scp-965
scp-966,Sleep Killer,Euclid,790,"['alive', 'humanoid', 'predatory', 'radioactive', 'sensory', 'sleep', 'species']",https://scp-wiki.wikidot.com/scp-966
scp-967,Infinite Scrapyard,Euclid,369,"['location', 'mechanical', 'rewrite', 'sapient', 'spatial', 'species']",https://scp-wiki.wikidot.com/scp-967
scp-968,Tar Baby,Keter,182,"['alive', 'microscopic', 'predatory', 'species']",https://scp-wiki.wikidot.com/scp-968
scp-969,█████ Brand Mosquito Repellent,Euclid,172,"['chemical', 'mind-affecting', 'transfiguration']",https://scp-wiki.wikidot.com/scp-969
scp-970,The Recursive Room,Euclid,649,"['extradimensional', 'location', 'loop', 'spatial']",https://scp-wiki.wikidot.com/scp-970
scp-971,Exotic Fast Food Delivery,Safe,236,"['document', 'food', 'observational', 'teleportation', 'transfiguration']",https://scp-wiki.wikidot.com/scp-971
scp-972,Immunity,Euclid,113,"['adaptive', 'alive', 'biohazard', 'humanoid', 'marshall-carter-and-dark', 'microscopic', 'rewrite', 'sapient', 'unusual-incidents-unit', 'virus']",https://scp-wiki.wikidot.com/scp-972
scp-973,Smokey,Euclid,425,"['featured', 'ghost', 'humanoid', 'location', 'predatory', 'uncontained', 'vehicle']",https://scp-wiki.wikidot.com/scp-973
scp-974,Treehouse Predator,Euclid,50,"['humanoid', 'meta', 'metamorphic', 'predatory']",https://scp-wiki.wikidot.com/scp-974
scp-975,Subway Frogs,Euclid,119,"['alive', 'amphibian', 'extradimensional', 'portal', 'sapient', 'species']",https://scp-wiki.wikidot.com/scp-975
scp-976,Anomalous Hard Drive,Safe,125,"['computer', 'extradimensional', 'knowledge', 'media']",https://scp-wiki.wikidot.com/scp-976
scp-977,The Security Station,Euclid,159,"['building', 'electronic', 'location', 'spatial']",https://scp-wiki.wikidot.com/scp-977
scp-978,Desire Camera,Safe,606,"['photographic', 'telepathic', 'tool', 'visual']",https://scp-wiki.wikidot.com/scp-978
scp-979,Stoneware Rabbit,Euclid,80,"['auditory', 'cognitohazard', 'hallucination', 'kindness', 'rabbit', 'sculpture', 'sensory']",https://scp-wiki.wikidot.com/scp-979
scp-980,An Absence of Detail,Safe,220,"['alive', 'humanoid', 'mind-affecting', 'transfiguration']",https://scp-wiki.wikidot.com/scp-980
scp-981,The Director's Cut,Safe,62,"['knowledge', 'media', 'narrative', 'transfiguration']",https://scp-wiki.wikidot.com/scp-981
scp-982,Chicago Loop,Safe,249,"['city', 'loop', 'marshall-carter-and-dark', 'portal', 'temporal']",https://scp-wiki.wikidot.com/scp-982
scp-983,The Birthday Monkey,Safe,251,"['autonomous', 'ectoentropic', 'entropic', 'food', 'primate', 'temporal', 'toy', 'transfiguration']",https://scp-wiki.wikidot.com/scp-983
scp-984,A Public Restroom,Safe,170,"['animal', 'building', 'ectoentropic', 'entropic', 'hostile']",https://scp-wiki.wikidot.com/scp-984
scp-985,Lost Luggage Claim,Euclid,95,"['ectoentropic', 'entropic', 'location', 'mind-affecting', 'observational']",https://scp-wiki.wikidot.com/scp-985
scp-986,Faulkner's Last Manuscript,Safe,244,"['document', 'meta', 'metamorphic', 'narrative']",https://scp-wiki.wikidot.com/scp-986
scp-987,Gruesome Gallery,Euclid,61,"['artifact', 'intangible', 'loop', 'thermal']",https://scp-wiki.wikidot.com/scp-987
scp-988,Unopenable Chest,Safe,330,"['artifact', 'indestructible', 'probability']",https://scp-wiki.wikidot.com/scp-988
scp-989,Self-Defense Sugar,Safe,125,"['airborne', 'artifact', 'chemical', 'marshall-carter-and-dark']",https://scp-wiki.wikidot.com/scp-989
scp-990,Dream Man,Keter,1458,"['humanoid', 'predictive', 'sapient', 'sleep', 'uncontained']",https://scp-wiki.wikidot.com/scp-990
scp-991,A Syringe,Safe,69,"['knowledge', 'memory-affecting', 'mind-affecting']",https://scp-wiki.wikidot.com/scp-991
scp-992,Gaia's Emissary,Euclid,72,"['alive', 'cognitohazard', 'humanoid', 'meteorological', 'predictive', 'rewrite', 'sapient', 'sensory', 'visual']",https://scp-wiki.wikidot.com/scp-992
scp-993,Bobble the Clown,Safe,1462,"['bobble-the-clown', 'cognitohazard', 'mind-affecting', 'transmission', 'uncontained', 'visual']",https://scp-wiki.wikidot.com/scp-993
scp-994,Some Silver Dishes,Euclid,267,"['airborne', 'animal', 'species', 'toxic']",https://scp-wiki.wikidot.com/scp-994
scp-995,Under The Couch,Euclid,107,"['alive', 'animal', 'fungus', 'predatory', 'species']",https://scp-wiki.wikidot.com/scp-995
scp-996,Broken Topology,Euclid,259,"['artifact', 'indestructible', 'spatial']",https://scp-wiki.wikidot.com/scp-996
scp-997,Vermin Suppressor,Safe,173,"['artifact', 'electronic', 'mind-affecting', 'sensory']",https://scp-wiki.wikidot.com/scp-997
scp-998,Missing Aircraft,Euclid,225,"['airborne', 'military', 'transmission', 'vehicle']",https://scp-wiki.wikidot.com/scp-998
scp-999,The Tickle Monster,Safe,2776,"['amorphous', 'biological', 'factory', 'hard-to-kill-reptile', 'olfactory', 'reptile', 'tactile', 'tickle-monster']",https://scp-wiki.wikidot.com/scp-999
scp-1000,Bigfoot,Keter,2010,"['alive', 'children-of-the-night', 'featured', 'historical', 'humanoid', 'k-class-scenario', 'sapient', 'serpents-hand', 'species', 'sun', 'uncontained']",https://scp-wiki.wikidot.com/scp-1000
scp-1001,Ya-Te-Veo,Euclid,140,"['acoustic', 'alive', 'plant', 'predatory', 'rewrite', 'tree']",https://scp-wiki.wikidot.com/scp-1001
scp-1002,Demisers,Euclid,259,"['autonomous', 'hostile', 'humanoid', 'shadow']",https://scp-wiki.wikidot.com/scp-1002
scp-1003,Tapeworm Child,Keter,313,"['alive', 'humanoid', 'parasitic']",https://scp-wiki.wikidot.com/scp-1003
scp-1004,Factory Porn,Safe,744,"['adaptive', 'auditory', 'factory', 'media', 'mind-affecting', 'visual']",https://scp-wiki.wikidot.com/scp-1004
scp-1005,The Painted Man,Safe,305,"['artistic', 'humanoid', 'marshall-carter-and-dark', 'sapient']",https://scp-wiki.wikidot.com/scp-1005
scp-1006,Spider Proletariat,Safe,677,"['alive', 'arachnid', 'sapient', 'species']",https://scp-wiki.wikidot.com/scp-1006
scp-1007,Mr. Life and Mr. Death,Safe,353,"['alive', 'dr-wondertainment', 'ectoentropic', 'entropic', 'humanoid', 'marshall-carter-and-dark', 'mister', 'reanimation', 'sapient', 'temporal']",https://scp-wiki.wikidot.com/scp-1007
scp-1008,Exile Stone,Safe,322,"['inscription', 'sensory', 'sun', 'visual']",https://scp-wiki.wikidot.com/scp-1008
scp-1009,The Beautiful World,Keter,192,"['acoustic', 'animal', 'extradimensional', 'location', 'plant', 'transfiguration']",https://scp-wiki.wikidot.com/scp-1009
scp-1010,The Green Man,Safe,155,"['adaptive', 'alive', 'humanoid', 'plant', 'reproductive', 'toxic']",https://scp-wiki.wikidot.com/scp-1010
scp-1011,Humanization Process,Safe,404,"['cognitohazard', 'gru-division-p', 'humanoid', 'mind-affecting', 'sculpture', 'visual']",https://scp-wiki.wikidot.com/scp-1011
scp-1012,Secret Chord,Keter,389,"['acoustic', 'k-class-scenario', 'uncontained']",https://scp-wiki.wikidot.com/scp-1012
scp-1013,Cockatrice,Keter,318,"['alive', 'animal', 'bird', 'predatory', 'reptile']",https://scp-wiki.wikidot.com/scp-1013
scp-1014,Jonah Crusoe,Euclid,161,"['alive', 'animal', 'humanoid', 'species']",https://scp-wiki.wikidot.com/scp-1014
scp-1015,Poor Man's Midas,Safe,379,"['currency', 'transfiguration']",https://scp-wiki.wikidot.com/scp-1015
scp-1016,The Bloody Key,Safe,207,"['meta', 'metamorphic', 'mimetic', 'temporal', 'tool']",https://scp-wiki.wikidot.com/scp-1016
scp-1017,The Replacement,Euclid,209,"['autonomous', 'mind-affecting', 'uncontained', 'vehicle']",https://scp-wiki.wikidot.com/scp-1017
scp-1018,The Thirst,Safe,254,"['are-we-cool-yet', 'humanoid', 'meteorological', 'sculpture']",https://scp-wiki.wikidot.com/scp-1018
scp-1019,Mr. Toxic,Euclid,44,"['alive', 'dr-wondertainment', 'foundation-made', 'humanoid', 'mister', 'sapient', 'sphere', 'subterranean']",https://scp-wiki.wikidot.com/scp-1019
scp-1020,An Important Letter,Euclid,360,"['autonomous', 'document', 'memory-affecting', 'sapient', 'teleportation', 'tool']",https://scp-wiki.wikidot.com/scp-1020
scp-1021,Exit,Safe,229,"['artistic', 'electrical', 'inscription', 'portal', 'spatial']",https://scp-wiki.wikidot.com/scp-1021
scp-1022,Suspiciously Clean Coat,Safe,211,"['mind-affecting', 'sensory', 'visual']",https://scp-wiki.wikidot.com/scp-1022
scp-1023,The Glass Seismograph,Safe,101,"['marshall-carter-and-dark', 'mechanical', 'predictive']",https://scp-wiki.wikidot.com/scp-1023
scp-1024,The Basic Set,Safe,189,"['document', 'ectoentropic', 'entropic', 'game', 'media']",https://scp-wiki.wikidot.com/scp-1024
scp-1025,Encyclopedia of Diseases,Safe,836,"['cognitohazard', 'document', 'mind-affecting', 'visual']",https://scp-wiki.wikidot.com/scp-1025
scp-1026,Someone You Know,Euclid,190,"['hostile', 'humanoid', 'mind-affecting']",https://scp-wiki.wikidot.com/scp-1026
scp-1027,Carnivorous CNS,Euclid,177,"['autonomous', 'biological', 'humanoid', 'mobile', 'neurological']",https://scp-wiki.wikidot.com/scp-1027
scp-1028,Mindwarp Murmuration,Safe,130,"['alive', 'animal', 'auditory', 'bird', 'cognitohazard', 'swarm', 'visual']",https://scp-wiki.wikidot.com/scp-1028
scp-1029,Scratch 'n' Sniff JPEG,Safe,277,"['computer', 'factory', 'olfactory', 'sensory', 'visual']",https://scp-wiki.wikidot.com/scp-1029
scp-1030,Anything Golem,Euclid,306,"['humanoid', 'sapient', 'self-repairing']",https://scp-wiki.wikidot.com/scp-1030
scp-1031,Red Light Enforcement Module,Safe,189,"['inscription', 'telekinetic', 'tool']",https://scp-wiki.wikidot.com/scp-1031
scp-1032,The Prediction Clock,Euclid,669,"['appliance', 'inscription', 'meta', 'metamorphic', 'predictive', 'rewrite', 'temporal']",https://scp-wiki.wikidot.com/scp-1032
scp-1033,33 Second Man,Euclid,420,"['humanoid', 'loop', 'radioactive', 'temporal']",https://scp-wiki.wikidot.com/scp-1033
scp-1034,Dollmaker's Kit,Safe,199,"['ectoentropic', 'entropic', 'mind-affecting', 'tool', 'transfiguration']",https://scp-wiki.wikidot.com/scp-1034
scp-1035,Decomposition Mitten,Safe,15,"['biohazard', 'contagion']",https://scp-wiki.wikidot.com/scp-1035
scp-1036,Nkondi,Euclid,350,"['ghost', 'humanoid', 'ritual', 'sapient', 'sculpture']",https://scp-wiki.wikidot.com/scp-1036
scp-1037,Rotbolt,Euclid,66,"['artifact', 'asci', 'broken-god', 'k-class-scenario', 'rewrite', 'vibration']",https://scp-wiki.wikidot.com/scp-1037
scp-1038,An RCA Cable,Safe,145,"['auditory', 'electronic', 'extradimensional', 'media', 'visual']",https://scp-wiki.wikidot.com/scp-1038
scp-1039,The Gathering Doll,Euclid,116,"['autonomous', 'teleportation', 'toy']",https://scp-wiki.wikidot.com/scp-1039
scp-1040,"""Daniel""",Safe,295,"['appliance', 'cognitohazard', 'infohazard', 'light', 'mind-affecting', 'visual']",https://scp-wiki.wikidot.com/scp-1040
scp-1041,Multiple Pasts Disorder,Euclid,284,"['alive', 'chaos-insurgency', 'humanoid', 'sapient', 'telepathic']",https://scp-wiki.wikidot.com/scp-1041
scp-1042,Ghost Stone,Safe,231,"['artifact', 'auditory', 'electromagnetic', 'humanoid', 'magnetic', 'visual']",https://scp-wiki.wikidot.com/scp-1042
scp-1043,Instant Structures,Euclid,138,"['are-we-cool-yet', 'artifact', 'mobile']",https://scp-wiki.wikidot.com/scp-1043
scp-1044,The Contradictory Echo,Safe,225,"['acoustic', 'location', 'paradox']",https://scp-wiki.wikidot.com/scp-1044
scp-1045,Candle of Life,Safe,355,"['acoustic', 'appliance', 'event-featured', 'featured', 'fire', 'humanoid', 'shadow', 'visual']",https://scp-wiki.wikidot.com/scp-1045
scp-1046,A House Without a Bedroom,Euclid,312,"['alive', 'humanoid', 'meta', 'metamorphic', 'rewritable']",https://scp-wiki.wikidot.com/scp-1046
scp-1047,Vengefully Ironic Street Signs,Safe,329,"['artifact', 'inscription', 'mind-affecting', 'rewrite', 'transfiguration']",https://scp-wiki.wikidot.com/scp-1047
scp-1048,Builder Bear,Keter,1477,"['autonomous', 'bear', 'mind-affecting', 'toy', 'uncontained']",https://scp-wiki.wikidot.com/scp-1048
scp-1049,The Bonetaker Owl,Safe,80,"['alive', 'animal', 'bird', 'hostile', 'skeletal', 'teleportation']",https://scp-wiki.wikidot.com/scp-1049
scp-1050,Obsidian Obelisk of Warning,Safe,698,"['inscription', 'language', 'mathematical', 'sculpture', 'transmission']",https://scp-wiki.wikidot.com/scp-1050
scp-1051,Nevadan Extraterrestrial,Euclid,302,"['adaptive', 'alive', 'location', 'meta', 'metamorphic', 'predatory', 'sapient']",https://scp-wiki.wikidot.com/scp-1051
scp-1052,Ana,Safe,64,"['artifact', 'co-authored', 'inscription', 'mind-affecting', 'sapient']",https://scp-wiki.wikidot.com/scp-1052
scp-1053,Overpopulation,Keter,110,"['city', 'document', 'spatial']",https://scp-wiki.wikidot.com/scp-1053
scp-1054,The 'Garden' Gnome,Safe,212,"['ectoentropic', 'entropic', 'humanoid', 'inscription', 'sculpture']",https://scp-wiki.wikidot.com/scp-1054
scp-1055,Bugsy,Keter,708,"['alive', 'animal', 'bear', 'ectoentropic', 'entropic', 'humanoid', 'infohazard', 'k-class-scenario', 'meta', 'metamorphic', 'sapient']",https://scp-wiki.wikidot.com/scp-1055
scp-1056,Re-size It!,Safe,213,"['appliance', 'factory', 'mechanical', 'transfiguration']",https://scp-wiki.wikidot.com/scp-1056
scp-1057,Absence of Shark,Safe,806,"['animal', 'aquatic', 'are-we-cool-yet', 'fish', 'intangible', 'predatory', 'rewrite', 'shark']",https://scp-wiki.wikidot.com/scp-1057
scp-1058,The Semivisible Man,Safe,65,"['alive', 'humanoid', 'marshall-carter-and-dark', 'sapient', 'shadow']",https://scp-wiki.wikidot.com/scp-1058
scp-1059,Infectious Censorship,Euclid,392,"['compulsion', 'memetic', 'meta']",https://scp-wiki.wikidot.com/scp-1059
scp-1060,Penanggalan,Euclid,127,"['airborne', 'alive', 'humanoid', 'predatory', 'sapient']",https://scp-wiki.wikidot.com/scp-1060
scp-1061,The Accidental Car,Safe,256,"['extradimensional', 'mind-affecting', 'rewrite', 'sensory', 'vehicle']",https://scp-wiki.wikidot.com/scp-1061
scp-1062,NS Magazine,Safe,128,"['cognitohazard', 'document', 'memory-affecting', 'mind-affecting', 'visual']",https://scp-wiki.wikidot.com/scp-1062
scp-1063,Freiherr von Schwarzwald,Euclid,256,"['humanoid', 'rewrite']",https://scp-wiki.wikidot.com/scp-1063
scp-1064,Candle Ring,Safe,119,"['fire', 'jewelry', 'mind-affecting', 'temporal']",https://scp-wiki.wikidot.com/scp-1064
scp-1065,Self-Immolating Books,Safe,136,"['document', 'fire', 'mind-affecting']",https://scp-wiki.wikidot.com/scp-1065
scp-1066,Instant Education,Safe,235,"['document', 'knowledge', 'memory-affecting', 'mind-affecting', 'temporal']",https://scp-wiki.wikidot.com/scp-1066
scp-1067,Tea-making Teaspoons,Safe,30,"['artifact', 'ectoentropic', 'entropic']",https://scp-wiki.wikidot.com/scp-1067
scp-1068,Harmless Nuke,Safe,277,"['airborne', 'chaos-insurgency', 'dr-wondertainment', 'radioactive', 'toy', 'weapon']",https://scp-wiki.wikidot.com/scp-1068
scp-1069,Ys,Euclid,156,"['acoustic', 'aquatic', 'city', 'cognitohazard', 'humanoid', 'intangible', 'mind-affecting', 'rewrite', 'sapient', 'visual']",https://scp-wiki.wikidot.com/scp-1069
scp-1070,Re-Educational Software,Safe,146,"['arcadia', 'auditory', 'cognitohazard', 'electronic', 'game', 'media', 'rewritable', 'rewrite', 'toy', 'visual']",https://scp-wiki.wikidot.com/scp-1070
scp-1071,Improvement Test,Euclid,149,"['document', 'mind-affecting', 'teleportation']",https://scp-wiki.wikidot.com/scp-1071
scp-1072,Memory-Replacing Disc,Safe,31,"['artifact', 'compulsion', 'memory-affecting', 'mind-affecting']",https://scp-wiki.wikidot.com/scp-1072
scp-1073,Computing Microbes,Safe,219,"['alive', 'computer', 'geological', 'sapient']",https://scp-wiki.wikidot.com/scp-1073
scp-1074,Stendhal's Nightmare,Safe,354,"['are-we-cool-yet', 'artistic', 'cognitohazard', 'mind-affecting', 'visual']",https://scp-wiki.wikidot.com/scp-1074
scp-1075,The Forest Normally Known as Vince,Euclid,210,"['city', 'memory-affecting', 'mind-affecting', 'tree']",https://scp-wiki.wikidot.com/scp-1075
scp-1076,The Only Child,Euclid,317,"['compulsion', 'humanoid', 'mind-affecting', 'parasitic']",https://scp-wiki.wikidot.com/scp-1076
scp-1077,Devil's Cap Mushroom,Euclid,144,"['biohazard', 'fungus', 'sapient', 'sensory', 'telepathic']",https://scp-wiki.wikidot.com/scp-1077
scp-1078,Sight-Stealing Eye,Euclid,69,"['auditory', 'electromagnetic', 'magnetic', 'ocular', 'sensory', 'sphere', 'teleportation', 'visual']",https://scp-wiki.wikidot.com/scp-1078
scp-1079,Dr Wondertainment's Bubblebath Bonbons,Safe,268,"['blood', 'dr-wondertainment', 'food', 'transfiguration']",https://scp-wiki.wikidot.com/scp-1079
scp-1080,The Creche,Safe,229,"['humanoid', 'inscription', 'mind-affecting', 'temporal', 'transfiguration', 'vehicle']",https://scp-wiki.wikidot.com/scp-1080
scp-1081,University Speakers,Safe,137,"['acoustic', 'language', 'mind-affecting']",https://scp-wiki.wikidot.com/scp-1081
scp-1082,The Whole Truth,Euclid,233,"['compulsion', 'document', 'memetic', 'mind-affecting']",https://scp-wiki.wikidot.com/scp-1082
scp-1083,University Skull,Safe,138,"['event-featured', 'featured', 'humanoid', 'mind-affecting', 'serpents-hand', 'skeletal']",https://scp-wiki.wikidot.com/scp-1083
scp-1084,Damaged Mausoleum,Euclid,228,"['artifact', 'compulsion', 'historical', 'location', 'mind-affecting', 'structure']",https://scp-wiki.wikidot.com/scp-1084
scp-1085,Pound Off the Pounds!,Euclid,226,"['compulsion', 'media', 'mind-affecting']",https://scp-wiki.wikidot.com/scp-1085
scp-1086,Second-Brain Syndrome,Euclid,71,"['bacteria', 'mind-affecting', 'neurological', 'transfiguration']",https://scp-wiki.wikidot.com/scp-1086
scp-1087,White Tarsier,Safe,113,"['alive', 'animal', 'biohazard', 'chemical', 'mind-affecting', 'predatory', 'primate']",https://scp-wiki.wikidot.com/scp-1087
scp-1088,The Eternity Ward,Safe,98,"['auditory', 'building', 'hallucination', 'mind-affecting', 'reproductive']",https://scp-wiki.wikidot.com/scp-1088
scp-1089,The IC-UC,Safe,196,"['electronic', 'marshall-carter-and-dark', 'tool', 'visual']",https://scp-wiki.wikidot.com/scp-1089
scp-1090,Cordless Headphones,Safe,133,"['artifact', 'auditory', 'cognitohazard', 'electronic', 'mind-affecting', 'sensory']",https://scp-wiki.wikidot.com/scp-1090
scp-1091,Digital Mode Shortwave Entity,Euclid,55,"['acoustic', 'audio', 'electrical', 'sapient']",https://scp-wiki.wikidot.com/scp-1091
scp-1092,A Species of Fish,Euclid,43,"['alive', 'animal', 'fish', 'mind-affecting', 'parasitic']",https://scp-wiki.wikidot.com/scp-1092
scp-1093,The Lamp Man,Safe,189,"['auditory', 'hallucination', 'humanoid', 'light', 'radioactive']",https://scp-wiki.wikidot.com/scp-1093
scp-1094,Playground of the Lost,Safe,106,"['compulsion', 'intangible', 'location', 'structure']",https://scp-wiki.wikidot.com/scp-1094
scp-1095,The Fall of a King,Keter,105,"['city', 'extradimensional', 'location', 'portal', 'reality-bending']",https://scp-wiki.wikidot.com/scp-1095
scp-1096,Perfect Plastic,Safe,151,"['artifact', 'factory', 'transfiguration']",https://scp-wiki.wikidot.com/scp-1096
scp-1097,Liquefied Empath,Euclid,159,"['adaptive', 'amorphous', 'corrosive', 'empathic', 'event-featured', 'featured', 'liquid']",https://scp-wiki.wikidot.com/scp-1097
scp-1098,Virulent Word,Euclid,217,"['auditory', 'cognitohazard', 'language', 'memetic', 'visual']",https://scp-wiki.wikidot.com/scp-1098
scp-1099,Spawn-Water,Euclid,161,"['aquatic', 'event-featured', 'featured', 'liquid', 'transfiguration']",https://scp-wiki.wikidot.com/scp-1099
scp-1100,Gaia's Blood,Keter,281,"['biological', 'hostile', 'transfiguration']",https://scp-wiki.wikidot.com/scp-1100
scp-1101,An Interesting Topic,Euclid,231,"['artifact', 'k-class-scenario', 'mind-affecting', 'observational']",https://scp-wiki.wikidot.com/scp-1101
scp-1102,The Blue Ridge Phenomenon,Euclid,127,"['cadaver', 'geological', 'location', 'reanimation', 'transfiguration']",https://scp-wiki.wikidot.com/scp-1102
scp-1103,Dr. Wondertainment Young Surgeon's Transplant Kit,Safe,394,"['biological', 'dr-wondertainment', 'humanoid', 'transfiguration']",https://scp-wiki.wikidot.com/scp-1103
scp-1104,Nose Crab,Keter,216,"['alive', 'crustacean', 'parasitic', 'species']",https://scp-wiki.wikidot.com/scp-1104
scp-1105,Neural Polypore,Safe,84,"['adaptive', 'alive', 'biological', 'electrical', 'fungus', 'hostile', 'meta', 'metamorphic', 'swarm']",https://scp-wiki.wikidot.com/scp-1105
scp-1106,"""Grow Your Own Child"" Kit",Safe,245,"['artifact', 'ectoentropic', 'entropic', 'factory', 'genetic']",https://scp-wiki.wikidot.com/scp-1106
scp-1107,A Signal,Safe,121,"['language', 'transmission']",https://scp-wiki.wikidot.com/scp-1107
